rank,key,name,hasFundingRounds,symbol,type,lifeCycle,maxSupply,unlimitedSupply,totalSupply,percentOfCircSupply,tokens,category,categoryId,tagIds,interest,isTraded,marketDataNotAvailable,vesting,hasVesting,listingDate,fullyDilutedMarketCap,availableSupply,marketCap,volume24h,noData,rankHistory.h24,rankHistory.m6,rankHistory.y1,rankHistory.MTD,rankHistory.d7,rankHistory.q1,rankHistory.d30,rankHistory.YTD,rankHistory.d14,rankHistory.m3,athMarketCap.USD,athMarketCap.dateUSD,image.x60,image.x150,image.icon,image.native,athPrice.BTC,athPrice.ETH,athPrice.USD
1.0,bitcoin,Bitcoin,False,BTC,coin,traded,21000000.0,False,21000000.0,94.52,[],Currency,38.0,"[374, 378, 380, 236, 227]",,True,False,,False,2010-03-17T00:00:00.000Z,1658005961119.349,19848328.0,1567265398954.3845,366253.0816,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2156092586335.213,2025-01-20,https://img.cryptorank.io/coins/60x60.bitcoin1524754012028.png,https://img.cryptorank.io/coins/150x150.bitcoin1524754012028.png,https://img.cryptorank.io/coins/icon.bitcoin1524754012028.png,https://img.cryptorank.io/coins/bitcoin1524754012028.png,1.0,679.466928,108824.384536
2.0,ethereum,Ethereum,False,ETH,coin,traded,,True,120676170.0,100.0,[],Chain,65.0,"[374, 380, 378, 105, 241, 267, 227, 307]",,True,False,,False,2015-07-30T00:00:00.000Z,189388900507.30032,120676170.0,189339548268.9833,9269265.3102,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,574825409671.0197,2021-11-10,https://img.cryptorank.io/coins/60x60.ethereum1524754015525.png,https://img.cryptorank.io/coins/150x150.ethereum1524754015525.png,https://img.cryptorank.io/coins/icon.ethereum1524754015525.png,https://img.cryptorank.io/coins/ethereum1524754015525.png,0.156357,1.0,4859.618232
3.0,tether,Tether,False,USDT,token,traded,,False,144192090764.0,100.0,"[{'platformName': 'Ethereum', 'platformKey': 'ethereum', 'platformSlug': 'ethereum', 'explorerUrl': 'https://etherscan.io/token/', 'address': '0xdac17f958d2ee523a2206206994597c13d831ec7'}, {'platformName': 'TRON', 'platformKey': 'tron', 'platformSlug': 'tron', 'explorerUrl': 'https://tronscan.org/#/token20/', 'address': 'TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t'}, {'platformName': 'Solana', 'platformKey': 'solana', 'platformSlug': 'solana', 'explorerUrl': 'https://solscan.io/token/', 'address': 'Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB'}, {'platformName': 'Omni', 'platformKey': 'omni', 'platformSlug': 'omni', 'explorerUrl': None, 'address': '32TLn1WLcu8LtfvweLzYUYU6ubc2YV9eZs'}, {'platformName': 'Algorand', 'platformKey': 'algorand', 'platformSlug': 'algorand', 'explorerUrl': 'https://algoexplorer.io/asset/', 'address': '312769'}, {'platformName': 'Polygon', 'platformKey': 'matic-network', 'platformSlug': 'matic-network', 'explorerUrl': 'https://polygonscan.com/token/', 'address': '0xc2132d05d31c914a87c6611c10748aeb04b58e8f'}, {'platformName': 'BNB', 'platformKey': 'bnb', 'platformSlug': 'bnb', 'explorerUrl': 'https://bscscan.com/token/', 'address': '0x55d398326f99059ff775485246999027b3197955'}, {'platformName': 'HECO Chain', 'platformKey': 'huobi-token', 'platformSlug': 'huobi-token', 'explorerUrl': 'https://www.hecoinfo.com/en-us/token/', 'address': '0xa71edc38d189767582c38a3145b5873052c3e47a'}, {'platformName': 'KCC', 'platformKey': 'kucoin-shares', 'platformSlug': 'kucoin-shares', 'explorerUrl': 'https://explorer.kcc.io/en/token/', 'address': '0x0039f574ee5cc39bdd162e9a88e3eb1f111baf48'}, {'platformName': 'Cronos', 'platformKey': 'crypto-com-cro', 'platformSlug': 'crypto-com-cro', 'explorerUrl': 'https://cronos.org/explorer/token/', 'address': '0x66e428c3f67a68878562e79a0234c1f83c208770'}, {'platformName': 'Moonbeam', 'platformKey': 'glimmer', 'platformSlug': 'glimmer', 'explorerUrl': 'https://moonscan.io/token/', 'address': '0xefaeee334f0fd1712f9a8cc375f427d9cdd40d73'}, {'platformName': 'Harmony', 'platformKey': 'harmony', 'platformSlug': 'harmony', 'explorerUrl': 'https://explorer.harmony.one/address/', 'address': '0x3c2b8be99c50593081eaa2a724f0b8285f5aba8f'}, {'platformName': 'Arbitrum', 'platformKey': 'arbitrum', 'platformSlug': 'arbitrum', 'explorerUrl': 'https://arbiscan.io/token/', 'address': '0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9'}, {'platformName': 'Avalanche C-Chain', 'platformKey': 'avalanche', 'platformSlug': 'avalanche', 'explorerUrl': 'https://avascan.info/blockchain/c/token/', 'address': '0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7'}, {'platformName': 'Gnosis Chain', 'platformKey': 'xdaistable', 'platformSlug': 'xdaistable', 'explorerUrl': 'https://gnosisscan.io/token/', 'address': '0x4ECaBa5870353805a9F068101A40E0f32ed605C6'}, {'platformName': 'Viction (TomoChain)', 'platformKey': 'tomochain', 'platformSlug': 'tomochain', 'explorerUrl': 'https://tomoscan.io/token/', 'address': '0x381B31409e4D220919B2cFF012ED94d70135A59e'}, {'platformName': 'OKC', 'platformKey': 'okexchain', 'platformSlug': 'okexchain', 'explorerUrl': 'https://www.oklink.com/en/okc/token/', 'address': '0x382bb369d343125bfb2117af9c149795c6c65c50'}, {'platformName': 'RSK', 'platformKey': 'rsk', 'platformSlug': 'rsk', 'explorerUrl': 'https://explorer.rsk.co/address/', 'address': '0xEf213441a85DF4d7acBdAe0Cf78004E1e486BB96'}, {'platformName': 'Zilliqa', 'platformKey': 'zilliqa', 'platformSlug': 'zilliqa', 'explorerUrl': 'https://viewblock.io/zilliqa/address/', 'address': 'zil1sxx29cshups269ahh5qjffyr58mxjv9ft78jqy'}, {'platformName': 'Velas', 'platformKey': 'velas', 'platformSlug': 'velas', 'explorerUrl': 'https://explorer.velas.com/address/', 'address': '0x01445c31581c354b7338ac35693ab2001b50b9ae'}, {'platformName': 'Secret Network', 'platformKey': 'secret', 'platformSlug': 'secret', 'explorerUrl': 'https://www.mintscan.io/secret/assets', 'address': 'secret18wpjn83dayu4meu6wnn29khfkwdxs7kyrz9c8f'}, {'platformName': 'Oasis Network', 'platformKey': 'oasis-network', 'platformSlug': 'oasis-network', 'explorerUrl': 'https://explorer.emerald.oasis.dev/token/', 'address': '0xdc19a122e268128b5ee20366299fc7b5b199c8e3'}, {'platformName': 'Aurora', 'platformKey': 'aurora-evm', 'platformSlug': 'aurora-evm', 'explorerUrl': 'https://aurorascan.dev/token/', 'address': '0x4988a896b1227218e4a686fde5eabdcabd91571f'}, {'platformName': 'Metis Andromeda', 'platformKey': 'metisdao', 'platformSlug': 'metisdao', 'explorerUrl': 'https://andromeda-explorer.metis.io/token/', 'address': '0xbb06dca3ae6887fabf931640f67cab3e3a16f4dc'}, {'platformName': 'Moonriver', 'platformKey': 'moonriver', 'platformSlug': 'moonriver', 'explorerUrl': 'https://moonriver.moonscan.io/token/', 'address': '0xe936caa7f6d9f5c9e907111fcaf7c351c184cda7'}, {'platformName': 'KardiaChain', 'platformKey': 'kardiachain', 'platformSlug': 'kardiachain', 'explorerUrl': 'https://explorer.kardiachain.io/token/', 'address': '0x551a5dcac57c66aa010940c2dcff5da9c53aa53b'}, {'platformName': 'IoTeX', 'platformKey': 'iotex', 'platformSlug': 'iotex', 'explorerUrl': 'https://iotexscan.io/token/', 'address': '0x6fbcdc1169b5130c59e72e51ed68a84841c98cd1'}, {'platformName': 'Cardano', 'platformKey': 'cardano', 'platformSlug': 'cardano', 'explorerUrl': 'https://cardanoscan.io/token/', 'address': '0x3795c36e7d12a8c252a20c5a7b455f7c57b60283'}, {'platformName': 'Near Protocol', 'platformKey': 'near-protocol', 'platformSlug': 'near-protocol', 'explorerUrl': 'https://nearblocks.io/token/', 'address': 'usdt.tether-token.near'}, {'platformName': 'Astar', 'platformKey': 'astar', 'platformSlug': 'astar', 'explorerUrl': 'https://astar.subscan.io/account/'}, {'platformName': 'Everscale', 'platformKey': 'everscale', 'platformSlug': 'everscale', 'explorerUrl': 'https://everscan.io/tokens', 'address': '0:a519f99bb5d6d51ef958ed24d337ad75a1c770885dcd42d51d6663f9fcdacfb2'}, {'platformName': 'Aptos', 'platformKey': 'aptos', 'platformSlug': 'aptos', 'explorerUrl': 'https://aptscan.ai/coins', 'address': '0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDT'}, {'platformName': 'Optimism', 'platformKey': 'optimism', 'platformSlug': 'optimism', 'explorerUrl': 'https://optimistic.etherscan.io/token/', 'address': '0x94b008aa00579c1307b0ef2c499ad98a8ce58e58'}, {'platformName': 'zkSync Era', 'platformKey': 'zksync-era', 'platformSlug': 'zksync-era', 'explorerUrl': 'https://explorer.zksync.io/address/', 'address': '0x493257fD37EDB34451f62EDf8D2a0C418852bA4C'}, {'platformName': 'Kava', 'platformKey': 'kava', 'platformSlug': 'kava', 'explorerUrl': 'https://kavascan.com/token/', 'address': '0x919c1c267bc06a7039e03fcc2ef738525769109c'}, {'platformName': 'Mantle', 'platformKey': 'mantle', 'platformSlug': 'mantle', 'explorerUrl': 'https://explorer.mantle.xyz/token/', 'address': '0x201eba5cc46d216ce6dc03f6a759e8e766e956ae'}, {'platformName': 'Conflux Network', 'platformKey': 'conflux-network', 'platformSlug': 'conflux-network', 'explorerUrl': 'https://evm.confluxscan.io/token/', 'address': '0xfe97E85d13ABD9c1c33384E796F10B73905637cE'}, {'platformName': 'Sui', 'platformKey': 'sui', 'platformSlug': 'sui', 'explorerUrl': 'https://suiscan.xyz/mainnet/coin/', 'address': '0x375f70cf2ae4c00bf37117d0c85a2c71545e6ee05c4a5c7d282cd66a4504b068::usdt::USDT'}, {'platformName': 'Terra Classic', 'platformKey': 'luna', 'platformSlug': 'luna', 'explorerUrl': 'https://finder.terra.money/classic/address/', 'address': 'terra1ce06wkrdm4vl6t0hvc0g86rsy27pu8yadg3dva'}, {'platformName': 'Tezos', 'platformKey': 'tezos', 'platformSlug': 'tezos', 'explorerUrl': 'https://tzkt.io/', 'address': 'KT1XnTn74bUtxHfDtBmm2bGZAQfhPbvKWR8o'}, {'platformName': 'Fusion Network', 'platformKey': 'fusion', 'platformSlug': 'fusion', 'explorerUrl': 'https://fsnscan.com/token/', 'address': '0x9636d3294e45823ec924c8d89dd1f1dffcf044e6'}, {'platformName': 'Fuse Network', 'platformKey': 'fuse-network', 'platformSlug': 'fuse-network', 'explorerUrl': 'https://explorer.fuse.io/token/', 'address': '0xfadbbf8ce7d5b7041be672561bba99f79c532e10'}, {'platformName': 'Dogechain', 'platformKey': 'dogechain', 'platformSlug': 'dogechain', 'explorerUrl': 'https://explorer.dogechain.dog/token', 'address': '0xe3f5a90f9cb311505cd691a46596599aa1a0ad7d'}, {'platformName': 'Polygon zkEVM', 'platformKey': 'polygon-zkevm', 'platformSlug': 'polygon-zkevm', 'explorerUrl': 'https://zkevm.polygonscan.com/token/', 'address': '0x1e4a5963abfd975d8c9021ce480b42188849d41d'}, {'platformName': 'PulseChain', 'platformKey': 'pulsechain', 'platformSlug': 'pulsechain', 'explorerUrl': 'https://scan.pulsechain.com/token/', 'address': '0x0cb6f5a34ad42ec934882a05265a7d5f59b51a2f'}, {'platformName': 'Starknet', 'platformKey': 'starknet', 'platformSlug': 'starknet', 'explorerUrl': 'https://starkscan.co/contract/', 'address': '0x68f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8'}, {'platformName': 'opBNB', 'platformKey': 'opbnb', 'platformSlug': 'opbnb', 'explorerUrl': 'https://opbnbscan.com/address/', 'address': '0x9e5aac1ba1a2e6aed6b32689dfcf62a509ca96f3'}, {'platformName': 'EthereumFair', 'platformKey': 'ethereumfair', 'platformSlug': 'ethereumfair', 'explorerUrl': 'https://www.oklink.com/ru/ethf', 'address': '0x3eee5d2ed0205f93969a59f7c8597fb614264436'}, {'platformName': 'Kroma', 'platformKey': 'kroma', 'platformSlug': 'kroma', 'explorerUrl': 'https://blockscout.kroma.network/tokens', 'address': '0x0Cf7c2A584988871b654Bd79f96899e4cd6C41C0'}, {'platformName': ' Neon EVM', 'platformKey': 'neon-evm', 'platformSlug': 'neon-evm', 'explorerUrl': 'https://neonscan.org/token/', 'address': '0x5f0155d08ef4aae2b500aefb64a3419da8bb611a'}, {'platformName': 'Lung', 'platformKey': 'lung', 'platformSlug': 'lung', 'explorerUrl': 'https://lunagens.info/tokens', 'address': '0x5eDCCFcAC24A89F3b87f2bfAB618a509FA6e3105'}, {'platformName': 'HPB', 'platformKey': 'hpb', 'platformSlug': 'hpb', 'explorerUrl': 'https://hscan.org/tokens', 'address': '0xd378634119d2f7b3cf3d60e0b0f5e048e74ce3cf'}, {'platformName': 'Milkomeda A1', 'platformKey': 'milkomeda-a1', 'platformSlug': 'milkomeda-a1', 'explorerUrl': 'https://explorer-mainnet-algorand-rollup.a1.milkomeda.com/tokens', 'address': '0xfa9343c3897324496a05fc75abed6bac29f8a40f'}, {'platformName': 'Milkomeda C1', 'platformKey': 'molkomeda-c1', 'platformSlug': 'molkomeda-c1', 'explorerUrl': 'https://explorer-mainnet-cardano-evm.c1.milkomeda.com/tokens', 'address': '0x80a16016cc4a2e6a2caca8a4a498b1699ff0f844'}, {'platformName': 'ZYX', 'platformKey': 'zyx', 'platformSlug': 'zyx', 'explorerUrl': 'https://zyxscan.com/tokens', 'address': '0xefcAA73145B5e29eEfc47bcbaeFF9e870Fa6a610'}, {'platformName': 'Tenet', 'platformKey': 'tenet', 'platformSlug': 'tenet', 'explorerUrl': 'https://tenetscan.io/tokens', 'address': '0x91Aa258324072dFf6F82408c2beB2F82D353b300'}, {'platformName': 'CSC', 'platformKey': 'csc', 'platformSlug': 'csc', 'explorerUrl': 'https://www.coinex.net/tokens', 'address': '0x398dcA951cD4fc18264d995DCD171aa5dEbDa129'}, {'platformName': 'RENEC', 'platformKey': 'renec', 'platformSlug': 'renec', 'explorerUrl': 'https://explorer.renec.foundation/', 'address': '4Q89182juiadeFgGw3fupnrwnnDmBhf7e7fHWxnUP3S3'}, {'platformName': 'MVC', 'platformKey': 'mvc', 'platformSlug': 'mvc', 'explorerUrl': 'https://www.mvcscan.com/token', 'address': 'e1d869a83212628ec82a4e039a95371a9ae4598c8459193ccfd0f2f2c689831f'}, {'platformName': 'Scroll', 'platformKey': 'scroll', 'platformSlug': 'scroll', 'explorerUrl': 'https://blockscout.scroll.io/token/', 'address': '0xf55BEC9cafDbE8730f096Aa55dad6D22d44099Df'}, {'platformName': 'REI', 'platformKey': 'rei', 'platformSlug': 'rei', 'explorerUrl': 'https://scan.rei.network/token/', 'address': '0x988a631caf24e14bb77ee0f5ca881e8b5dcfcec7'}, {'platformName': 'MultiVAC', 'platformKey': 'multivac', 'platformSlug': 'multivac', 'explorerUrl': 'https://e.mtv.ac/token', 'address': '0xfd36c336eb67a092dc80a063ff0644e13142d454'}, {'platformName': 'Loop', 'platformKey': 'loop', 'platformSlug': 'loop', 'explorerUrl': 'https://explorer.mainnetloop.com/token/', 'address': '0xa3200696761a0cf122de2a679f745b3f8cfa2623'}, {'platformName': 'Injective', 'platformKey': 'injective', 'platformSlug': 'injective', 'explorerUrl': None, 'address': 'peggy0xdAC17F958D2ee523a2206206994597C13D831ec7'}, {'platformName': 'Osmosis', 'platformKey': 'osmosis', 'platformSlug': 'osmosis', 'explorerUrl': None, 'address': 'ibc/4ABBEF4C8926DDDB320AE5188CFD63267ABBCEFC0583E4AE05D6E5AA2401DDAB'}, {'platformName': 'Manta', 'platformKey': 'manta', 'platformSlug': 'manta', 'explorerUrl': 'https://pacific-explorer.manta.network/tokens', 'address': '0xf417F5A458eC102B90352F697D6e2Ac3A3d2851f'}, {'platformName': 'Pego', 'platformKey': 'pego', 'platformSlug': 'pego', 'explorerUrl': 'https://scan.pego.network/token/', 'address': '0x02f9bebf5e54968d8cc2562356c91ecde135801b'}, {'platformName': 'Linea', 'platformKey': 'linea', 'platformSlug': 'linea', 'explorerUrl': 'https://lineascan.build/token/', 'address': '0xA219439258ca9da29E9Cc4cE5596924745e12B93'}, {'platformName': 'CORE', 'platformKey': 'core', 'platformSlug': 'core', 'explorerUrl': 'https://scan.coredao.org/token', 'address': '0x900101d06a7426441ae63e9ab3b9b0f63be145f1'}, {'platformName': 'Rollux', 'platformKey': 'rollux', 'platformSlug': 'rollux', 'explorerUrl': 'https://explorer.rollux.com/token/', 'address': '0x28c9c7Fb3fE3104d2116Af26cC8eF7905547349c'}, {'platformName': 'Starcoin', 'platformKey': 'starcoin', 'platformSlug': 'starcoin', 'explorerUrl': 'https://stcscan.io/main/tokens/detail/', 'address': '0x9350502a3af6c617e9a42fa9e306a385::BX_USDT::BX_USDT'}, {'platformName': 'Step', 'platformKey': 'step', 'platformSlug': 'step', 'explorerUrl': 'https://stepscan.io/token/', 'address': '0xfA9343C3897324496A05fC75abeD6bAC29f8A40f'}, {'platformName': 'Crab', 'platformKey': 'crab', 'platformSlug': 'crab', 'explorerUrl': 'https://crab.subview.xyz/token/', 'address': '0x6a2d262D56735DbA19Dd70682B39F6bE9a931D98'}, {'platformName': 'Goerli', 'platformKey': 'goerli', 'platformSlug': 'goerli', 'explorerUrl': 'https://goerli.etherscan.io/token/', 'address': '0xc2c527c0cacf457746bd31b2a698fe89de2b6d49'}, {'platformName': 'Aura Network', 'platformKey': 'aura-network', 'platformSlug': 'aura-network', 'explorerUrl': 'https://aurascan.io/tokens/token/', 'address': 'A95EBDF88AC1E3FDECAA1D6E250B07C0C86475A3E2BFA2E7DC94A6CDE23DF6D6'}, {'platformName': 'TON', 'platformKey': 'ton', 'platformSlug': 'ton', 'explorerUrl': 'https://tonscan.org/jetton/', 'address': 'EQCxE6mUtQJKFnGfaROTKOt1lZbDiiX1kCixRv7Nw2Id_sDs'}, {'platformName': 'Mode', 'platformKey': 'mode', 'platformSlug': 'mode', 'explorerUrl': 'https://explorer.mode.network/token/', 'address': '0xf0F161fDA2712DB8b566946122a5af183995e2eD'}, {'platformName': 'Celo', 'platformKey': 'celo', 'platformSlug': 'celo', 'explorerUrl': 'https://explorer.celo.org/token/', 'address': '0x48065fbBE25f71C9282ddf5e1cD6D6A887483D5e'}, {'platformName': 'ZChains', 'platformKey': 'zchains', 'platformSlug': 'zchains', 'explorerUrl': 'https://scan.zchains.com/token/', 'address': '0x17270E5364f226Cd5D77a16957c1b2663dC9699B'}, {'platformName': 'Seele', 'platformKey': 'seele', 'platformSlug': 'seele', 'explorerUrl': 'https://seeleview.net/tokens/', 'address': '0x008D7923Fe2941Ceb549bf5646B1ddb1aC93C8a6'}, {'platformName': 'RuneChain', 'platformKey': 'runechain', 'platformSlug': 'runechain', 'explorerUrl': 'https://explorer.runechain.com/token/', 'address': '0xC0F4b3a52B0532Bf48784d2202C812B1841d8812'}, {'platformName': 'Bitlayer', 'platformKey': 'bitlayer', 'platformSlug': 'bitlayer', 'explorerUrl': 'https://www.btrscan.com/token/', 'address': '0xfe9f969faf8ad72a83b761138bf25de87eff9dd2'}, {'platformName': 'Over', 'platformKey': 'over', 'platformSlug': 'over', 'explorerUrl': 'https://scan.over.network/token/', 'address': '0xA510432E4aa60B4acd476fb850EC84B7EE226b2d'}, {'platformName': 'Soneium', 'platformKey': 'soneium', 'platformSlug': 'soneium', 'explorerUrl': 'https://soneium.blockscout.com/token/', 'address': '0x3a337a6ada9d885b6ad95ec48f9b75f197b5ae35'}, {'platformName': 'Abstract', 'platformKey': 'abstract', 'platformSlug': 'abstract', 'explorerUrl': 'https://abscan.org/token/', 'address': '0x0709F39376dEEe2A2dfC94A58EdEb2Eb9DF012bD'}, {'platformName': 'Sei', 'platformKey': 'sei', 'platformSlug': 'sei', 'explorerUrl': 'https://seitrace.com/token/', 'address': '0xB75D0B03c06A926e488e2659DF1A861F860bD3d1'}, {'platformName': 'Sonic', 'platformKey': 'sonic', 'platformSlug': 'sonic', 'explorerUrl': 'https://sonicscan.org/token', 'address': '0x6047828dc181963ba44974801FF68e538dA5eaF9'}, {'platformName': 'Zircuit', 'platformKey': 'zircuit', 'platformSlug': 'zircuit', 'explorerUrl': 'https://explorer.zircuit.com/address/', 'address': '0x46dDa6a5a559d861c06EC9a95Fb395f5C3Db0742'}]",Stablecoin,37.0,"[283, 360]",,True,False,,False,2015-02-09T00:00:00.000Z,144150593944.83163,144192090764.0,144148786995.30176,58225324860.2516,False,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,144213626399.82907,2025-04-07,https://img.cryptorank.io/coins/60x60.tether1645007690922.png,https://img.cryptorank.io/coins/150x150.tether1645007690922.png,https://img.cryptorank.io/coins/icon.tether1645007690922.png,https://img.cryptorank.io/coins/tether1645007690922.png,0.005011,2.370874,1.20981
