fund_slug,description
blockchain-capital,Team member: Jose Fernandez da Ponte | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Mary Cranston | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Michael Rolnick | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Mike Brock | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Michael Novogratz | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Sonja Perkins | Roles: Advisor | Available links: LinkedIn
blockchain-capital,Team member: Terry Schwakopf | Roles: Advisor | Available links: LinkedIn
y-combinator,Team member: Robert Tappan Morris | Roles: Co-Founder
y-combinator,"Team member: Trevor Blackwell | Roles: Co-Founder | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Paul Graham | Roles: Co-Founder | Available links: Twitter, Website"
y-combinator,Team member: Jessica Livingston | Roles: Co-Founder | Available links: LinkedIn
y-combinator,"Team member: Garry Tan | Available links: LinkedIn, Twitter"
y-combinator,Team member: Dalton Caldwell | Available links: LinkedIn
y-combinator,"Team member: Jared Friedman | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Michael Seibel | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Harj Taggar | Available links: LinkedIn, Twitter"
y-combinator,Team member: Nicole Christa Cadman | Roles: General Counsel | Available links: LinkedIn
y-combinator,"Team member: Gustaf Alstromer | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Tom Blomfield | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,Team member: Paul Buchheit | Roles: Group Partner | Available links: Twitter
y-combinator,"Team member: Nicolas Dessaigne | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Aaron Epstein | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Brad Flora | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Diana Hu | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Pete Koomen | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,"Team member: Surbhi Sarna | Roles: Group Partner | Available links: LinkedIn, Twitter"
y-combinator,Team member: Nicole Christa Cadman | Roles: General Counsel | Available links: LinkedIn
y-combinator,Team member: Arnav Sahu | Roles: Principal | Available links: LinkedIn
animoca-brands,"Team member: Yat Siu | Available links: LinkedIn, Twitter"
animoca-brands,Team member: David Kim | Roles: Co-Founder | Available links: LinkedIn
animoca-brands,"Team member: Robby Yung | Roles: CEO | Available links: LinkedIn, Twitter"
animoca-brands,"Team member: Minh Do | Roles: COO | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Jared Shaw | Roles: CFO | Available links: LinkedIn
animoca-brands,"Team member: Alan Lau | Roles: CBO | Available links: LinkedIn, Twitter"
animoca-brands,"Team member: Yusuf Goolamabbas | Roles: Chief Knowledge Officer | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Ibrahim El-Mouelhy | Roles: Chief Communications Officer | Available links: LinkedIn
animoca-brands,"Team member: Evan Auyang | Roles: co-COO | Available links: LinkedIn, Twitter"
animoca-brands,"Team member: Steve Ip | Roles: Venture Partner | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Jerome Wong | Available links: LinkedIn
animoca-brands,"Team member: Arthur Madrid | Roles: Board Member | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Arnoldo Concepcion | Available links: LinkedIn
animoca-brands,Team member: Tetsuo Ochi | Roles: Board Member | Available links: LinkedIn
animoca-brands,Team member: Cheeech | Roles: Senior Advisor | Available links: Twitter
animoca-brands,"Team member: Joel Comm | Roles: Strategic Advisor | Available links: LinkedIn, Twitter, Website"
animoca-brands,"Team member: Travis Wright | Roles: Strategic Advisor | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Davide Santillo | Roles: Growth Advisor | Available links: LinkedIn
animoca-brands,"Team member: Zaf Chow | Roles: Advisor | Available links: LinkedIn, Twitter"
animoca-brands,Team member: Holly Liu | Roles: Advisor | Available links: LinkedIn
animoca-brands,Team member: Louise Tabbiner | Roles: Advisor | Available links: LinkedIn
animoca-brands,Team member: Christopher Chan | Roles: Advisor | Available links: LinkedIn
quantstamp,Team member: Richard Ma | Available links: LinkedIn
quantstamp,"Team member: Don Ho | Roles: Managing Director | Available links: LinkedIn, Twitter"
amber-group,"Team member: Michael Wu | Available links: LinkedIn, Twitter"
amber-group,Team member: Wayne Huo | Available links: LinkedIn
amber-group,Team member: Thomas Zhu | Available links: LinkedIn
amber-group,Team member: Luke Li | Available links: LinkedIn
amber-group,Team member: Tony He | Available links: LinkedIn
amber-group,"Team member: Annabelle Huang | Roles: Managing Partner | Available links: LinkedIn, Twitter"
amber-group,Team member: Steve Zhang | Roles: CFO | Available links: LinkedIn
amber-group,Team member: Lin Ma | Available links: LinkedIn
amber-group,Team member: Beidi Shao | Available links: LinkedIn
amber-group,Team member: Delroy Fong | Available links: LinkedIn
amber-group,Team member: Yi Bao | Available links: LinkedIn
amber-group,Team member: Steven Shi | Roles: Investment Partner | Available links: LinkedIn
amber-group,Team member: Austin Munoz | Roles: Investment Partner | Available links: LinkedIn
amber-group,Team member: Yongcheng He | Roles: Partner | Available links: LinkedIn
amber-group,Team member: Vicky Kejia Wang | Roles: Partner | Available links: LinkedIn
amber-group,Team member: Bo Shen | Roles: Board Director | Available links: Twitter
amber-group,Team member: Wenbo Yu | Roles: Board Director
amber-group,Team member: Robert McTague | Available links: LinkedIn
greenfield-one,"Team member: Sebastian Blum | Available links: LinkedIn, Twitter"
greenfield-one,"Team member: Jascha Samadi | Available links: LinkedIn, Twitter"
greenfield-one,Team member: Andrzej Dzius | Available links: LinkedIn
greenfield-one,"Team member: Christian Zimmermann | Available links: LinkedIn, Twitter"
greenfield-one,"Team member: Felix Machart | Roles: Partner | Available links: LinkedIn, Twitter"
greenfield-one,"Team member: David An | Roles: Venture Partner | Available links: LinkedIn, Twitter"
greenfield-one,"Team member: Claude Donze | Roles: Principal | Available links: LinkedIn, Twitter"
greenfield-one,"Team member: Gleb Dudka | Roles: Principal | Available links: LinkedIn, Twitter"
polygon-ventures,Team member: Shreyansh Singh | Roles: Head of Investments
polygon-ventures,Team member: Michael Cieri | Available links: LinkedIn
polygon-ventures,"Team member: Abhishek Saxena | Roles: Investment Lead | Available links: LinkedIn, Twitter"
polygon-ventures,Team member: Aaron Scott Elkin | Roles: Portoflio Manager | Available links: LinkedIn
polygon-ventures,Team member: Steve Lonhart | Roles: Investment Analyst | Available links: LinkedIn
polygon-ventures,Team member: Nathan Gurr | Roles: Investment Analyst | Available links: LinkedIn
polygon-ventures,Team member: Snigdha Thalapally | Roles: Chief of Staff | Available links: LinkedIn
polygon-ventures,Team member: Yvette Tao | Roles: Finance Director
fenbushi-capital,Team member: Bo Shen | Available links: Twitter
fenbushi-capital,Team member: Xiao Feng | Roles: Co-Founder | Available links: LinkedIn
fenbushi-capital,Team member: Frank Fu | Roles: Venture Partner | Available links: LinkedIn
fenbushi-capital,"Team member: Remington Ong | Roles: Partner | Available links: LinkedIn, Twitter"
fenbushi-capital,Team member: Wenbo Yu | Roles: Partner
fenbushi-capital,Team member: Rin Huang | Roles: Partner | Available links: LinkedIn
fenbushi-capital,Team member: Ming Duan | Roles: Partner | Available links: LinkedIn
fenbushi-capital,"Team member: Peter Yang | Roles: Managing Director | Available links: LinkedIn, Twitter"
fenbushi-capital,Team member: Roland Sun | Roles: General Counsel | Available links: Twitter
fenbushi-capital,Team member: Vitalik Buterin | Roles: Advisor | Available links: Twitter
6th-man-ventures,"Team member: Mike Dudas | Available links: LinkedIn, Twitter"
6th-man-ventures,"Team member: Serge Kassardjian | Available links: LinkedIn, Twitter"
6th-man-ventures,"Team member: Carl Vogel | Roles: Partner | Available links: LinkedIn, Twitter"
6th-man-ventures,"Team member: Aaron Kern | Roles: Partner | Available links: LinkedIn, Twitter"
hypersphereventures,"Team member: Jack Platts | Roles: Co-Founder | Available links: LinkedIn, Twitter"
hypersphereventures,Team member: Robert Habermeier | Roles: Co-Founder
hypersphereventures,Team member: Luke Mazey | Available links: LinkedIn
hypersphereventures,Team member: Michael Friedlander | Available links: LinkedIn
hypersphereventures,Team member: Denise Anderson | Roles: CLO | Available links: LinkedIn
hypersphereventures,"Team member: Amir Almaimani | Roles: Investment Partner | Available links: LinkedIn, Twitter"
hypersphereventures,Team member: Ray Bell | Roles: Senior Finance Associate | Available links: LinkedIn
lightspeed-venture-partners,Team member: Anand Iyer | Roles: Venture Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Eric Traupe | Roles: Operating Partner | Available links: LinkedIn
lightspeed-venture-partners,"Team member: Jeremy Liew | Roles: Partner | Available links: LinkedIn, Twitter"
lightspeed-venture-partners,Team member: John W. Thompson | Roles: Venture Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Jonathan MacQuitty | Roles: Partner
lightspeed-venture-partners,Team member: Mark Anderson | Roles: Venture Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Michael Carpenter | Roles: Venture Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Nakul Mandan | Roles: Venture Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Abril Zucchi | Roles: Partner | Available links: Twitter
lightspeed-venture-partners,Team member: Shaurya Aggarwal | Roles: Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Taggart Bonham | Roles: Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Tal Morgenstern | Roles: Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Will Kohler | Roles: Partner
lightspeed-venture-partners,Team member: Yoni Cheifetz | Roles: Partner | Available links: LinkedIn
lightspeed-venture-partners,Team member: Yonit Wiseman | Roles: Partner | Available links: LinkedIn
rockaway-blockchain-fund,"Team member: Marek Sandrik | Roles: Principal | Available links: LinkedIn, Twitter"
rockaway-blockchain-fund,Team member: Radek Horak | Available links: LinkedIn
rockaway-blockchain-fund,"Team member: Tomas Eminger | Roles: CTO | Available links: LinkedIn, Twitter"
rockaway-blockchain-fund,Team member: Liba Vosahlikova | Roles: COO | Available links: LinkedIn
rockaway-blockchain-fund,Team member: Samantha Bohbot | Available links: LinkedIn
rockaway-blockchain-fund,"Team member: Dusan Kovacic | Roles: Venture Partner | Available links: LinkedIn, Twitter"
rockaway-blockchain-fund,Team member: Hassan Bassiri | Roles: Partner | Available links: Twitter
rockaway-blockchain-fund,"Team member: Alex Laughton-Scott | Roles: Head of Capital Formation | Available links: LinkedIn, Twitter"
rockaway-blockchain-fund,Team member: David Rakusan | Roles: Investment Manager | Available links: LinkedIn
rockaway-blockchain-fund,Team member: Dagmar Gabulova | Roles: Investor Relations | Available links: LinkedIn
framework-ventures,"Team member: Vance Spencer | Roles: Co-Founder | Available links: LinkedIn, Twitter"
framework-ventures,"Team member: Michael Anderson | Roles: Co-Founder | Available links: LinkedIn, Twitter"
framework-ventures,Team member: Monique Miller | Roles: Chief Compliance Officer | Available links: LinkedIn
framework-ventures,Team member: John DiCerbo | Roles: CFO | Available links: LinkedIn
framework-ventures,Team member: Matt Aronson | Roles: Board Director | Available links: LinkedIn
framework-ventures,Team member: Adam Badrawi | Available links: LinkedIn
framework-ventures,"Team member: Brandon Potts | Roles: Partner | Available links: LinkedIn, Twitter"
framework-ventures,"Team member: Roy Learner | Roles: Partner | Available links: LinkedIn, Twitter"
framework-ventures,Team member: Eric Swartz | Roles: General Counsel | Available links: LinkedIn
framework-ventures,"Team member: Rajiv Patel O'Connor | Roles: Principal | Available links: LinkedIn, Twitter"
mirana-ventures,"Team member: David Toh | Roles: Managing Partner | Available links: LinkedIn, Twitter"
mirana-ventures,"Team member: Jonathan Allen | Roles: Venture Partner | Available links: LinkedIn, Twitter"
mirana-ventures,"Team member: Arun Devabhaktuni | Roles: Venture Partner | Available links: LinkedIn, Twitter"
mirana-ventures,Team member: Mavis Xu | Roles: Partner | Available links: LinkedIn
mirana-ventures,"Team member: Alex Liu | Roles: Partner | Available links: LinkedIn, Twitter"
mirana-ventures,Team member: Isaac Choo | Roles: Principal | Available links: LinkedIn
mirana-ventures,Team member: Alina Chua | Roles: Associate | Available links: LinkedIn
mirana-ventures,"Team member: Zoey Zhou | Roles: Associate | Available links: LinkedIn, Twitter"
electric-capital,"Team member: Avichal Garg | Available links: LinkedIn, Twitter"
electric-capital,"Team member: Curtis Spencer | Available links: LinkedIn, Twitter"
electric-capital,"Team member: Maria Shen | Roles: General Partner | Available links: LinkedIn, Twitter"
electric-capital,"Team member: Ken Deeter | Roles: General Partner | Available links: LinkedIn, Twitter"
electric-capital,Team member: Ren | Roles: Partner | Available links: Twitter
electric-capital,Team member: Thuan Le | Roles: Partner | Available links: LinkedIn
electric-capital,"Team member: Emily Meyers | Available links: LinkedIn, Twitter"
electric-capital,Team member: Timothy Dougherty | Roles: Finance Associate | Available links: LinkedIn
electric-capital,"Team member: Elad Gil | Roles: Advisor | Available links: LinkedIn, Twitter"
electric-capital,"Team member: Akash Garg | Roles: Advisor | Available links: LinkedIn, Twitter"
electric-capital,Team member: Jay Clayton | Roles: Advisor
electric-capital,Team member: Kevin Warsh | Roles: Advisor
electric-capital,Team member: Pratiti Raychoudhury | Roles: Advisor | Available links: LinkedIn
electric-capital,"Team member: Rebecca Rettig | Roles: Advisor | Available links: LinkedIn, Twitter"
standard-crypto,Team member: Adam Goldberg | Roles: Co-Founder | Available links: LinkedIn
standard-crypto,Team member: Alok Vasudev | Roles: Co-Founder | Available links: LinkedIn
standard-crypto,Team member: Ashley Sweren | Available links: LinkedIn
standard-crypto,Team member: Colin Hong | Roles: Venture Partner | Available links: Twitter
standard-crypto,"Team member: Gavi Galloway | Roles: Head of Engineering | Available links: LinkedIn, Twitter"
standard-crypto,Team member: Steven Silvio | Roles: Head of Investments | Available links: LinkedIn
coin-fund,"Team member: Jake Brukhman | Available links: LinkedIn, Twitter"
coin-fund,"Team member: Alex Felix | Available links: LinkedIn, Twitter"
coin-fund,"Team member: David Pakman | Available links: LinkedIn, Twitter, Website"
coin-fund,"Team member: Seth Ginns | Available links: LinkedIn, Twitter"
coin-fund,"Team member: Chris Perkins | Available links: LinkedIn, Twitter"
coin-fund,Team member: Asher Qureshi | Roles: CFO | Available links: LinkedIn
coin-fund,Team member: Stewart Eichner | Available links: LinkedIn
coin-fund,Team member: Einar Braathen | Roles: Partner | Available links: LinkedIn
coin-fund,"Team member: Evan Feng | Available links: LinkedIn, Twitter"
coin-fund,Team member: Matt Manley | Roles: Finance Operations Associate | Available links: LinkedIn
coin-fund,Team member: John DiBattista | Roles: Investor Services Associate | Available links: LinkedIn
variant,"Team member: Jesse Walden | Available links: LinkedIn, Twitter"
variant,Team member: Caleb Shough | Available links: Twitter
variant,"Team member: Jake Chervinsky | Roles: CLO | Available links: LinkedIn, Twitter"
variant,"Team member: Alana Levin | Roles: Investment Partner | Available links: LinkedIn, Twitter"
variant,"Team member: Geoff Hamilton | Roles: Investment Partner | Available links: LinkedIn, Twitter"
variant,"Team member: Derek Walkush | Roles: Investment Partner | Available links: LinkedIn, Twitter"
variant,"Team member: Cooper Kunz | Roles: Investment Partner | Available links: LinkedIn, Twitter"
variant,"Team member: Daniel Barabander | Available links: LinkedIn, Twitter"
variant,"Team member: Nina Suthers | Roles: CMO | Available links: LinkedIn, Twitter"
variant,Team member: Alli Pope | Roles: Director of Education | Available links: Twitter
variant,Team member: Tom Dils | Roles: Chief of Staff | Available links: Twitter
variant,Team member: Li Jin | Roles: Advisor | Available links: Twitter
variant,Team member: Calder Zwerling | Roles: Advisor | Available links: Twitter
variant,Team member: Austin Adams | Roles: Advisor | Available links: Twitter
variant,"Team member: Marc Boiron | Roles: Advisor | Available links: LinkedIn, Twitter"
unionsquare,"Team member: Nick Grossman | Roles: General Partner | Available links: LinkedIn, Twitter"
unionsquare,"Team member: Albert Wenger | Roles: Managing Partner | Available links: LinkedIn, Twitter"
unionsquare,"Team member: Andy Weissman | Roles: Managing Partner | Available links: LinkedIn, Twitter"
unionsquare,"Team member: Jared Hecht | Roles: Venture Partner | Available links: LinkedIn, Twitter"
unionsquare,Team member: John Buttrick | Roles: Venture Partner | Available links: Twitter
unionsquare,"Team member: Rebecca Kaden | Roles: Managing Partner | Available links: LinkedIn, Twitter"
unionsquare,Team member: Brad Burnham | Roles: Partner | Available links: Twitter
unionsquare,"Team member: Fred Wilson | Roles: Partner | Available links: LinkedIn, Twitter"
unionsquare,"Team member: Samson Mesele | Available links: LinkedIn, Twitter"
unionsquare,Team member: Jess Oynick | Roles: Head of Talent | Available links: LinkedIn
unionsquare,"Team member: Lauren Young | Roles: Head of Network Operations | Available links: LinkedIn, Twitter"
ribbit-capital,"Team member: Meyer Malka | Available links: LinkedIn, Twitter"
cmt-digital,Team member: Scott Casto | Roles: Co-Founder | Available links: LinkedIn
cmt-digital,"Team member: Jan-Dirk Lueders | Roles: Co-Founder | Available links: LinkedIn, Twitter"
cmt-digital,Team member: Colleen Sullivan | Roles: Co-Founder | Available links: LinkedIn
cmt-digital,Team member: Chad Feigel | Roles: COO | Available links: LinkedIn
cmt-digital,Team member: Rho Blank | Roles: Chief Administrative Officer | Available links: LinkedIn
cmt-digital,Team member: Scottland Keefer | Roles: Chief Compliance Officer | Available links: LinkedIn
cmt-digital,Team member: Christine Kailus | Roles: General Counsel | Available links: LinkedIn
cmt-digital,Team member: Joseph Lassen | Roles: Venture Partner | Available links: LinkedIn
cmt-digital,"Team member: Sam Hallene | Roles: Investment Partner | Available links: LinkedIn, Twitter"
cmt-digital,"Team member: Charlie Sandor | Roles: Investment Partner | Available links: LinkedIn, Twitter"
cmt-digital,"Team member: Augie Ilag | Roles: Investment Partner | Available links: LinkedIn, Twitter"
cmt-digital,"Team member: Roei Haviv | Roles: Investment Associate | Available links: LinkedIn, Twitter"
cmt-digital,Team member: Andrew Dyke | Roles: Operations Associate | Available links: LinkedIn
cmt-digital,Team member: Moo Lee | Roles: Operations Associate | Available links: LinkedIn
cmt-digital,Team member: Amanda Olson | Roles: Operations Associate | Available links: LinkedIn
dcg-group,"Team member: Barry Silbert | Available links: LinkedIn, Twitter"
dcg-group,"Team member: Mark Murphy | Roles: President | Available links: LinkedIn, Twitter"
dcg-group,Team member: Simon Koster | Roles: Chief Strategy Officer | Available links: LinkedIn
dcg-group,Team member: Lee L'Archevesque | Roles: CISO | Available links: LinkedIn
dcg-group,Team member: Mark Shifke | Roles: CFO | Available links: LinkedIn
dcg-group,Team member: Jenn Goodson | Roles: Chief Administrative Officer | Available links: LinkedIn
dcg-group,Team member: Carlos T. F. | Roles: Chief Security Officer | Available links: LinkedIn
dcg-group,Team member: Gustavo AM | Roles: Senior Associate | Available links: LinkedIn
dcg-group,Team member: Vishal Patil | Roles: Operations Associate | Available links: LinkedIn
dcg-group,Team member: Iman Chaya | Roles: Strategy & Ops Associate | Available links: LinkedIn
kenetic-capital,"Team member: Jehan Chu | Available links: LinkedIn, Twitter"
kenetic-capital,Team member: Lawrence Chu | Roles: Co-Founder | Available links: LinkedIn
kenetic-capital,Team member: Stephane Verhelst | Roles: Co-Founder | Available links: LinkedIn
kenetic-capital,Team member: John Fiorelli | Roles: Partner | Available links: LinkedIn
kenetic-capital,Team member: Daniel Weinberg | Roles: Chairman | Available links: LinkedIn
arrington-xrp-capital,Team member: Michael Arrington | Roles: Founder | Available links: Twitter
arrington-xrp-capital,Team member: Geoffrey Arone | Available links: LinkedIn
arrington-xrp-capital,Team member: Bhavik Patel | Available links: LinkedIn
arrington-xrp-capital,"Team member: Taryn Naidu | Available links: LinkedIn, Twitter"
arrington-xrp-capital,"Team member: Keli Callaghan | Available links: LinkedIn, Twitter"
arrington-xrp-capital,"Team member: Colton Conley | Roles: Principal | Available links: LinkedIn, Twitter"
slowventures,"Team member: Kevin Colleran | Roles: Managing Partner | Available links: LinkedIn, Twitter"
slowventures,"Team member: Sam Lessin | Roles: General Partner | Available links: LinkedIn, Twitter"
slowventures,"Team member: Will Quist | Roles: Partner | Available links: LinkedIn, Twitter"
slowventures,Team member: Billy Parks | Roles: Venture Partner | Available links: LinkedIn
slowventures,"Team member: Clay Robbins | Roles: Venture Partner | Available links: LinkedIn, Twitter"
slowventures,"Team member: Yoni Rechtman | Roles: Principal | Available links: Twitter, Website"
1kx,"Team member: Christopher Heymann | Roles: Founding Partner | Available links: LinkedIn, Twitter"
1kx,"Team member: Lasse Clausen | Roles: Founding Partner | Available links: LinkedIn, Twitter"
1kx,"Team member: Diana Biggs | Roles: Partner | Available links: LinkedIn, Twitter"
1kx,"Team member: Henry Brodie | Available links: LinkedIn, Twitter"
1kx,"Team member: Peter Pan | Roles: Partner | Available links: LinkedIn, Twitter"
1kx,Team member: Clare He | Roles: Managing Director | Available links: LinkedIn
1kx,"Team member: Valeriy Zamaraiev | Roles: CTO | Available links: LinkedIn, Twitter"
1kx,"Team member: Wei Dai | Roles: Research Partner | Available links: LinkedIn, Twitter, Website"
1kx,"Team member: Larry Florio | Roles: General Counsel | Available links: LinkedIn, Twitter"
maven11,"Team member: Joost van der Plas | Available links: LinkedIn, Twitter"
maven11,"Team member: Jochem Wieringa | Roles: Co-Founder | Available links: LinkedIn, Twitter"
maven11,"Team member: Balder Bomans | Available links: LinkedIn, Twitter"
maven11,"Team member: Mathijs van Esch | Roles: General Partner | Available links: LinkedIn, Twitter"
maven11,"Team member: Darius Rugys | Roles: Investment Partner | Available links: LinkedIn, Twitter"
maven11,"Team member: Mads Mathiesen | Roles: Research Partner | Available links: LinkedIn, Twitter"
maven11,"Team member: Pim Swart | Roles: Principal | Available links: LinkedIn, Twitter"
maven11,"Team member: Mustafa Al-Bassam | Roles: Advisor | Available links: LinkedIn, Twitter"
maven11,"Team member: Grigore Rosu | Roles: Advisor | Available links: LinkedIn, Twitter"
maven11,Team member: Ekram Ahmed | Roles: Advisor | Available links: Twitter
maven11,Team member: Chang Ng | Roles: Advisor | Available links: LinkedIn
maven11,"Team member: Joe Coll | Roles: Advisor | Available links: LinkedIn, Twitter"
wintermute,"Team member: Evgeny Gaevoy | Available links: LinkedIn, Twitter"
wintermute,Team member: Yoann Turpin | Roles: Co-Founder | Available links: LinkedIn
wintermute,Team member: Nalaka Gamage | Roles: CFO | Available links: LinkedIn
wintermute,Team member: Valentine Samko | Roles: CTO | Available links: LinkedIn
wintermute,"Team member: Marina Gurevich | Roles: COO | Available links: LinkedIn, Twitter"
wintermute,Team member: Lilian Tan | Roles: Chief Compliance Officer
wintermute,Team member: David Schafer | Roles: General Counsel | Available links: LinkedIn
boost-vc,"Team member: Adam Draper | Available links: LinkedIn, Twitter, Website"
boost-vc,"Team member: Brayton Williams | Roles: Co-Founder | Available links: LinkedIn, Twitter"
boost-vc,"Team member: Gus Domel | Roles: Principal | Available links: LinkedIn, Twitter"
boost-vc,Team member: Danielle Sosnick | Roles: Head of Post Investment Support | Available links: LinkedIn
boost-vc,"Team member: Mark Beylin | Roles: Associate | Available links: LinkedIn, Twitter"
boost-vc,"Team member: Maddie Callander | Roles: Partner | Available links: LinkedIn, Twitter"
iosg,"Team member: Jocy Lin | Roles: Founder | Available links: LinkedIn, Twitter"
iosg,"Team member: Gokhan Er | Roles: Managing Director | Available links: LinkedIn, Twitter"
iosg,"Team member: Kuan Huang | Roles: Managing Director | Available links: LinkedIn, Twitter"
iosg,Team member: Xinshu Dong | Roles: Venture Partner | Available links: Twitter
iosg,Team member: Dong Mo | Roles: Venture Partner | Available links: Twitter
iosg,"Team member: Deniz Omer | Roles: Venture Partner | Available links: LinkedIn, Twitter"
iosg,"Team member: Momir Amidzic | Roles: Principal | Available links: LinkedIn, Twitter"
iosg,"Team member: Ishanee Nagpurkar | Roles: Principal | Available links: LinkedIn, Twitter"
iosg,Team member: Jiawei Zhu | Roles: Principal | Available links: LinkedIn
iosg,Team member: Frank (Hao) Fu | Roles: Investment Associate | Available links: LinkedIn
iosg,"Team member: Wendy Z. | Roles: Associate | Available links: LinkedIn, Twitter"
iosg,Team member: Siddharth Rao | Roles: Associate | Available links: LinkedIn
iosg,Team member: Jiaping Wang | Roles: Venture Advisor | Available links: Twitter
iosg,Team member: Michael Kuan | Roles: Advisor
iosg,"Team member: Dawn Song | Roles: Advisor | Available links: LinkedIn, Twitter"
iosg,"Team member: Stefan George | Roles: Advisor | Available links: LinkedIn, Twitter"
iosg,"Team member: Shashank Agrawal | Roles: Advisor | Available links: LinkedIn, Twitter, Website"
iosg,"Team member: Raullen Chai | Roles: Advisor | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Alexander Pack | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Ed Roman | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Rodney Yesep | Roles: General Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Roshun Patel | Roles: Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Sean Brown | Roles: Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Christopher Maree | Roles: Research Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Shane Barratt | Roles: Research Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Chichi Hong | Roles: Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Niraj Pant | Roles: Venture Partner | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Nicole Sun | Roles: Venture Partner | Available links: LinkedIn, Twitter"
hack-vc,Team member: Herbie Fu | Roles: Partner | Available links: Twitter
hack-vc,"Team member: Daniel Bulaevsky | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Jigar Shah | Roles: VP of Finance | Available links: LinkedIn, Twitter"
hack-vc,"Team member: Alex Botte | Available links: LinkedIn, Twitter"
hack-vc,Team member: Peter Hans | Available links: LinkedIn
hack-vc,"Team member: Julian Rachman | Roles: Venture Partner | Available links: LinkedIn, Twitter"
